rain_true,rain_pred,wind_spd_true,wind_spd_pred,wind_dir_sin_true,wind_dir_sin_pred,wind_dir_cos_true,wind_dir_cos_pred,pressure_true,pressure_pred
0.0,0.22065222,-1.6309371,-0.103815466,0.29920733,-0.37891418,0.9541881,-0.19041416,-0.72294956,-0.17619416
0.9711588,0.23956797,1.6465026,-0.09275366,-0.5245804,-0.3201817,-0.8513609,-0.22107449,-0.451937,-0.19021684
2.0421834,0.22857654,2.3016038,-0.08576681,-0.4989605,-0.3613825,-0.8666247,-0.20274928,-0.12909158,-0.18158838
1.3728055,0.2337076,1.3562858,-0.08063689,-0.30984682,-0.37289816,-0.9507865,-0.19631645,-0.41993505,-0.18058106
0.0,0.22003558,-1.2858887,-0.080298156,0.6423697,-0.3684884,0.7663949,-0.18331453,-0.49232265,-0.17484167
2.0605931,0.22533873,0.12870225,-0.063618496,-0.9992596,-0.3443791,-0.03847501,-0.17377722,-0.4496721,-0.17213398
0.0,0.22032626,0.3008283,-0.11982076,-0.99679285,-0.4456003,-0.08002495,-0.17198202,-0.19228794,-0.16934174
1.8980496,0.24525589,0.28143626,-0.013632808,-0.79817575,-0.24346593,0.6024247,-0.050818235,-0.27034977,-0.1803897
0.20860976,0.20825353,0.027185868,-0.035229173,-0.9751977,-0.21765417,0.22133575,-0.0023266375,-0.08101299,-0.17044544
0.015597456,0.3205522,0.019440765,0.033554126,-0.9824504,-0.16472927,0.18652403,-0.07960695,-0.15640002,-0.21734563
2.5798275,0.51889026,1.5607054,0.15496823,-0.33719796,-0.06968502,-0.9414338,-0.08614969,-0.19595523,-0.2713573
0.92653453,0.59275323,1.3470848,0.17581092,-0.99994284,-0.05433117,-0.010689938,-0.119627446,-0.065255955,-0.28908956
0.0,0.47961542,-1.0153089,0.105185,0.5383296,-0.012928005,-0.8427344,-0.037070364,-1.2602504,-0.24710229
0.0,0.5468337,0.50655335,0.0946631,-0.44496736,-0.08868804,-0.8955468,-0.026336879,-0.41457933,-0.25891927
0.0,0.48667496,-0.26523846,0.117093354,-0.7585894,-0.053932928,-0.65156895,-0.019384831,-0.32048237,-0.2571422
0.0,0.65867555,0.55597717,0.13689062,-0.5941386,-0.050419457,-0.80436265,0.011561066,0.06890876,-0.29399014
0.0,0.49556932,0.29412535,0.08240832,-0.82221854,-0.1323398,-0.5691719,0.018646106,-0.29216287,-0.2512103
0.00046083634,0.5036301,0.67225605,0.07610184,-0.82908636,-0.14630994,-0.55912054,0.04773578,-0.34287754,-0.2649535
1.1373445,0.6444702,0.42213845,0.18745548,-0.80669224,-0.056024097,-0.59097177,-0.025967792,-0.22137398,-0.29602054
2.787295,0.6448481,0.8141926,0.20174359,-0.743174,-0.085169755,-0.6690982,-0.049345315,-0.19713281,-0.31665233
2.2197194,0.6241959,0.8578332,0.12731479,-0.33602697,0.037384655,-0.9418524,-0.05118321,-0.6009307,-0.29629686
1.3189558,0.5084958,1.6243863,0.12853387,-0.81498873,-0.07272103,-0.5794768,-0.07754496,-0.1749496,-0.26696077
2.592466,0.5205312,1.1750782,0.14052828,-0.7611988,-0.009513542,-0.64851856,-0.08896136,-0.41617635,-0.26507798
0.0,0.4516778,0.42829844,0.20069343,-0.22531241,-0.052239724,0.97428656,-0.14594582,-0.23071605,-0.24376765
0.98788023,0.41185772,0.19059499,0.07295522,-0.7954867,-0.13226524,0.60597104,-0.19634959,-0.1831085,-0.26539513
0.018519465,0.35159555,-0.2670237,0.07290627,0.24082097,-0.20337358,-0.97056955,-0.13081327,-0.45479792,-0.23391208
0.0,0.3987836,-1.1017544,0.050445043,0.029797086,-0.2277802,0.99955595,-0.11704317,-0.51454735,-0.23834378
0.0,0.61552924,-0.86308384,0.06495444,-0.36810428,-0.2377325,0.92978454,-0.16935125,-0.76280594,-0.2795618
0.6944294,0.72279966,2.2391992,0.07911791,-0.9993724,-0.18772516,0.035422772,-0.20539251,-0.42625692,-0.29396215
